id,name,parent_class,section,tags,prerequisites_text,activation_text,effect_text,source_id,source_page,needs_review
mesprits-minor-gift-emotions-heart,Mesprit's Minor Gift - Emotion's Heart,Legendary Gifts,Legendary Advancement,[],Prerequisites: GM Permission,,Reroll all dice that result in a roll of 1 when making Charm and Intuition Checks.,blessed,60,False
minor-gift-alien-countenance,Minor Gift - Alien Countenance,Legendary Gifts,Legendary Advancement,[],Prerequisites: GM Permission,Static,You may add your Mind Modifier instead of your Body Modifier to your Intimidate Checks. You get a +2 bonus to Intimidate Checks against Pokémon.,blessed,69,False
minor-gift-catastrophe-sense,Minor Gift - Catastrophe Sense,Legendary Gifts,Legendary Advancement,[],Prerequisites: GM Permission,,You have an intuitive sense of when natural disasters or other catastrophes are likely to occur near you.,blessed,59,False
minor-gift-chosen-of-victory,Minor Gift - Chosen of Victory,Legendary Gifts,Legendary Advancement,[],Prerequisites: GM Permission,Static,"Whenever you spend AP to raise your roll on an Accuracy Check, you get +3 bonus instead of +1.",blessed,66,False
minor-gift-cloud-reading,Minor Gift - Cloud Reading,Legendary Gifts,Legendary Advancement,[],Prerequisites: GM Permission,,You get a +3 bonus to Survival Checks to discern upcoming weather from observing clouds in the sky.,blessed,61,False
minor-gift-dazzling-the-stage,Minor Gift - Dazzling the Stage,Legendary Gifts,Legendary Advancement,[],Prerequisites: GM Permission,,"Whenever you use song or dance for Intimidate, Guile, or Charm, you may add half of the highest Skill Rank you have among these Skills to your Skill Check.",blessed,61,False
minor-gift-detect-heretic,Minor Gift - Detect Heretic,Legendary Gifts,Legendary Advancement,[],Prerequisites: GM Permission,Static,"You intuitively sense the presence of those with non-MissingNo Gifts around you, though you have no way of telling who they might be. The more Gifts someone has, the further away you can sense them, though you generally cannot sense even the strongest of Gift holders at a distance of more than 15 meters away from you.",blessed,70,False
minor-gift-dream-mastery,Minor Gift - Dream Mastery,Legendary Gifts,Legendary Advancement,[],Prerequisites: GM Permission,Static,"You are immune to Hypnosis, Nightmare, and Dream Eater.",blessed,65,False
minor-gift-elemental-soul,Minor Gift - Elemental Soul,Legendary Gifts,Legendary Advancement,[],Prerequisites: GM Permission,,"You can sense the presence of Pokémon of a given Type within 10 meters of you based on which Legendary Bird or Beast granted you this Edge. Articuno grants Ice, Moltres and Entei grant Fire, Zapdos and Raikou grant Electric, and Suicune grants Water.",blessed,58,False
minor-gift-hands-of-the-creator,Minor Gift - Hands of the Creator,Legendary Gifts,Legendary Advancement,[],Prerequisites: GM Permission,Static,You get a +3 bonus to all Knowledge: Occult or Knowledge: Petrology rolls to identify materials that would be used in crafting or the purpose of a crafted object.,blessed,65,False
minor-gift-intuitive-sabotage,Minor Gift - Intuitive Sabotage,Legendary Gifts,Legendary Advancement,[],Prerequisites: GM Permission,Static,"Whenever you make a Knowledge: Technology Check to destroy, sabotage, or otherwise disrupt modern electronics, you get a +3 bonus to your roll.",blessed,70,False
minor-gift-loyal-heart,Minor Gift - Loyal Heart,Legendary Gifts,Legendary Advancement,[],Prerequisites: GM Permission,,You are immune to Infatuation.,blessed,59,False
minor-gift-motherly-compassion,Minor Gift - Motherly Compassion,Legendary Gifts,Legendary Advancement,[],Prerequisites: GM Permission,,You get a +3 Bonus to all Intuition and Charm checks for the purpose of discerning emotions and comforting someone.,blessed,62,False
minor-gift-plant-intuition,Minor Gift - Plant Intuition,Legendary Gifts,Legendary Advancement,[],Prerequisites: GM Permission,,You reroll all dice that result in a roll of 1 when making Survival Checks related to plants. You automatically identify all berries and apricorns on sight.,blessed,60,False
minor-gift-royal-privilege,Minor Gift - Royal Privilege,Legendary Gifts,Legendary Advancement,[],Prerequisites: GM Permission,,"You may wear Shards as a Trainer Accessory, and gain a +2 bonus to Skill Checks for the Skill linked to the shard's color. Red is linked to Intimidate, Orange to Command, Yellow to Charm, Green to Intuition, Blue to Guile, and Violet to Focus.",blessed,61,False
minor-gift-sailors-guardian,Minor Gift - Sailors' Guardian,Legendary Gifts,Legendary Advancement,[],Prerequisites: GM Permission,,Wild Pokémon up to a level of twice your Trainer Level will not attack or disrupt a water-borne vessel you are traveling on.,blessed,60,False
minor-gift-spirit-of-justice,Minor Gift - Spirit of Justice,Legendary Gifts,Legendary Advancement,[],Prerequisites: GM Permission,,You may add your Spirit Modifier instead of your Body Modifier when making Combat Skill Checks. You get a +2 bonus to Disarming or resisting Disarming.,blessed,61,False
minor-gift-stoic-stature,Minor Gift - Stoic Stature,Legendary Gifts,Legendary Advancement,[],Prerequisites: GM Permission,,You subtract half of your Athletics or Focus Ranks from the number of meters Push effects move you.,blessed,59,False
minor-gift-towers-rejuvenation,Minor Gift - Tower's Rejuvenation,Legendary Gifts,Legendary Advancement,[],Prerequisites: GM Permission,,Resting now allows you to recover 1/10th of your maximum HP per half hour instead of 1/16th.,blessed,62,False
minor-gift-twin-souls,Minor Gift - Twin Souls,Legendary Gifts,Legendary Advancement,[],Prerequisites: GM Permission,Static,"You and the Mewtwo you are bound to may communicate telepathically, no matter the distance between you. You are also gifted the Soulbound Edge.",blessed,69,False
minor-gift-vulcans-intuition,Minor Gift - Vulcan's Intuition,Legendary Gifts,Legendary Advancement,[],Prerequisites: GM Permission,Static,You get a +3 bonus to Perception and Survival Checks made in mountainous and volcanic areas.,blessed,65,False
minor-gift-watchful-sleep,Minor Gift - Watchful Sleep,Legendary Gifts,Legendary Advancement,[],Prerequisites: GM Permission,,You may make Perception Checks to detect imminent dangers while sleeping.,blessed,59,False
minor-gift-world-serpents-embrace,Minor Gift - World Serpent's Embrace,Legendary Gifts,Legendary Advancement,[],Prerequisites: GM Permission,Scene - Extended Action,"You enter a trance and discern if any Legendary Pokémon are in the vicinity of the Scene, and gain a general idea of their location. For example, if one is in a cave way underneath you, you learn it is under you, but not exactly how to reach it.",blessed,68,False
moltress-major-gift-sun-blanket,Moltres's Major Gift - Sun Blanket,Legendary Gifts,Legendary Advancement,[],Prerequisites: Minor Gift - Elemental Soul,Static,You gain the Sun Blanket Ability.,blessed,58,False
pact-gift-crush-grip,Pact Gift - Crush Grip,Legendary Gifts,Legendary Advancement,[],Prerequisites: All Regigigas Major Gifts,Static,You learn the Move Crush Grip,blessed,66,False
pact-gift-hypergeometry,Pact Gift - Hypergeometry,Legendary Gifts,Legendary Advancement,[],Prerequisites: All MissingNo Major Gifts,"Static | Scene - Standard Action, Interrupt Static Effect: You may always treat the distance between you and any other Trainer or Pokémon as one meter greater or one meter less as you choose for the purpose of calculating range or distance of travel. You may not use this to avoid melee attacks by switching between",,blessed,69,True
pact-gift-lands-wrath,Pact Gift - Land's Wrath,Legendary Gifts,Legendary Advancement,[],Prerequisites: All of Zygarde's Major Gifts,Static,You learn the Move Land's Wrath.,blessed,68,False
pact-gift-magma-storm,Pact Gift - Magma Storm,Legendary Gifts,Legendary Advancement,[],Prerequisites: All Heatran Major Gifts,Static,You learn the Move Magma Storm,blessed,65,False
pact-gift-origin-tutor,Pact Gift - Origin Tutor,Legendary Gifts,Legendary Advancement,[],Prerequisites: All Mew Major Gifts,Activate Once/10 - Extended Action,Your Pokémon loses 3 Tutor Points and may make use of any TM or Tutoring effect to learn a single Move regardless of what it is normally capable of learning. It must still pay any Tutor Point costs for this effect. You may only target a Pokémon once with Origin Tutor.,blessed,62,False
pact-gift-psystrike,Pact Gift - Psystrike,Legendary Gifts,Legendary Advancement,[],"Prerequisites: Twin Souls, Expanded Horizons, Mental",Suggestion Static,You learn the Move Psystrike.,blessed,69,False
pact-gift-slayer-of-the-false-gods,Pact Gift - Slayer of the False Gods,Legendary Gifts,Legendary Advancement,[],Prerequisites: All MissingNo Major Gifts,Daily - Standard Action,Dispel one of the target's Legendary Auras for the rest of the encounter.,blessed,70,False
pact-gift-v-create,Pact Gift - V-Create,Legendary Gifts,Legendary Advancement,[],Prerequisites: All Victini Major Gifts,Static,You learn the Move V-Create,blessed,66,False
palkias-major-gift-nomad,Palkia's Major Gift - Nomad,Legendary Gifts,Legendary Advancement,[],Prerequisites: Minor Gift - Spatial Awareness,Static,You gain the Transporter Ability. Note that this automatically grants you the Move Teleport.,blessed,64,False
palkias-major-gift-space-distortion,Palkia's Major Gift - Space Distortion,Legendary Gifts,Legendary Advancement,[],Prerequisites: Major Gift - Realm Portal,Daily - Standard Action,Exchange the positions of up to three target Pokémon or Trainers within 10 meters.,blessed,64,False
palkias-minor-gift-spatial-awareness,Palkia's Minor Gift - Spatial Awareness,Legendary Gifts,Legendary Advancement,[],Prerequisites: GM Permission,Static,You intuitively know the size of an object or the distance between objects by sight down to the nearest centimeter for distances and lengths up to 10 meters.,blessed,64,False
palkias-pact-gift-spacial-rend,Palkia's Pact Gift - Spacial Rend,Legendary Gifts,Legendary Advancement,[],Prerequisites: All Palkia and Shared Creation Trio,Major Gifts Static,You learn the Move Spacial Rend.,blessed,64,False
raikous-major-gift-volt-absorb,Raikou's Major Gift - Volt Absorb,Legendary Gifts,Legendary Advancement,[],Prerequisites: Minor Gift - Elemental Soul,Static,You gain the Volt Absorb Ability.,blessed,58,False
rayquazas-major-gift-air-adept,Rayquaza's Major Gift - Air Adept,Legendary Gifts,Legendary Advancement,[],Prerequisites: Minor Gift - Clear Skies,Static,You gain the Guster Capability.,blessed,63,False
rayquazas-major-gift-air-lock,Rayquaza's Major Gift - Air Lock,Legendary Gifts,Legendary Advancement,[],Prerequisites: Minor Gift - Clear Skies,Static,You gain the Air Lock Ability.,blessed,63,False
rayquazas-major-gift-sky-spirit,Rayquaza's Major Gift - Sky Spirit,Legendary Gifts,Legendary Advancement,[],Prerequisites: Minor Gift - Clear Skies,Daily - Standard Action,"To use Sky Spirit, the current Weather must be Clear as a result of Defog or Air Lock. For the next five rounds, foes within 10 meters of you have their Sky and Levitate Capabilities halved. Allies within 10 meters of you add 10 to their Initiative.",blessed,63,False
rayquazas-minor-gift-clear-skies,Rayquaza's Minor Gift - Clear Skies,Legendary Gifts,Legendary Advancement,[],Prerequisites: GM Permission,Static,You learn the Move Defog.,blessed,63,False
rayquazas-pact-gift-hyper-beam,Rayquaza's Pact Gift - Hyper Beam,Legendary Gifts,Legendary Advancement,[],Prerequisites: All Rayquaza Major Gifts,Static,You learn the Move Hyper Beam.,blessed,64,False
reshirams-major-gift-turboblaze,Reshiram's Major Gift - Turboblaze,Legendary Gifts,Legendary Advancement,[],Prerequisites: Major Gift - White Yang,Static,You gain the Turboblaze Ability.,blessed,67,False
reshirams-major-gift-white-yang,Reshiram's Major Gift - White Yang,Legendary Gifts,Legendary Advancement,[],Prerequisites: Minor Gift - Hero of Truth,Daily - Standard Action,"All allies within 5 meters may choose to increase all movement speeds by 2, raise their Attack and Special Attack Stats by 1 Combat Stage, and decrease their Accuracy by 2 for the next three rounds.",blessed,67,False
reshirams-minor-gift-hero-of-truth,Reshiram's Minor Gift - Hero of Truth,Legendary Gifts,Legendary Advancement,[],Prerequisites: GM Permission,Static,You get a +3 bonus on Intuition Checks to discern when someone is lying.,blessed,66,False
reshirams-pact-gift-blue-flare,Reshiram's Pact Gift - Blue Flare,Legendary Gifts,Legendary Advancement,[],Prerequisites: All Reshiram and Shared Tao Trio Major,Gifts Static,You learn the Move Blue Flare.,blessed,67,False
suicunes-major-gift-water-absorb,Suicune's Major Gift - Water Absorb,Legendary Gifts,Legendary Advancement,[],Prerequisites: Minor Gift - Elemental Soul,Static,You gain the Water Absorb Ability.,blessed,58,False
